Word,Frequency
builds,54
trades,12
Look,18
High,63
JumpKOTTKEORG,3
Boy,36
Gallagher,6
crater,93
dates,21
interest,276
World,207
War,138
II,111
gathered,24
1960s,138
computational,90
linguistics,36
merging,9
Im,399
talking,201
multiple,78
quick,57
costume,39
funny,102
voices,72
wigs,9
halfhearted,15
drag,24
Miller,54
protorevolutionary,9
confessing,12
secrets,36
Nunziata,9
musical,189
Les,51
Miz,9
Girl,21
Spiders,6
finds,105
pair,96
enigmatic,15
scientist,438
Frans,3
Balder,3
prominent,30
ensnared,3
global,93
intrigue,12
involving,81
Security,33
Police,24
sap,6
Russian,36
mob,3
Silicon,186
Valley,192
United,516
States,462
national,84
security,105
interests,78
bridge,36
unexpected,30
directions,60
Until,30
involved,144
accessible,24
Spore,3
Wright,60
fame,39
invert,6
concept,87
planned,81
crews,18
clock,57
52,63
60,111
300,84
400,135
feet,276
welds,6
reactor,12
scheduled,63
vaguely,24
heretical,3
Critics,39
quest,63
absurd,9
impossible,87
iron,24
noted,108
rather,378
fanciful,9
fictiontype,3
scenarios,30
thinking,273
false,36
starts,75
slowly,48
entering,45
every,426
robolawyer,3
lawyers,39
instant,30
reliable,12
advice,60
Nuclear,3
repairs,36
capable,153
tube,24
five,348
diameter,9
heavy,93
depth,63
100,1110
Given,24
intuitive,33
lofty,15
interested,161
tempted,3
shift,87
handful,42
fastgrowing,6
accuracy,66
CyberKnife,3
attacks,33
tumors,3
radiation,27
Hansen,9
Medical,33
Stereotaxis,3
primarily,33
catheters,3
inserted,15
treat,51
fibrillation,6
irregularities,3
pit,18
area,192
members,156
Glen,3
Cove,3
Schools,9
rookie,12
psychotic,6
huddled,9
Chris,99
yamato,3
chemistry,45
teacher,66
rewire,15
Ghettobot,3
break,105
DOG,3
IN,132
WINDOWS,3
seems,300
untapped,3
dogs,99
Within,24
Tuesday,192
3000,45
units,66
ambo,108
programmable,30
pup,6
Sales,6
werent,18
quite,180
brisk,24
2000,84
Tod,9
Freeman,12
spokesman,27
overloaded,3
inaccessible,3
2500,27
purchased,66
Nearer,3
horizon,15
promising,63
rewards,6
Rise,57
Expert,12
Company,153
Books,45
City,183
Edward,63
Feigenbaum,6
Pamela,3
McCorduck,3
Penny,6
ni,3
subtitled,3
Visionary,6
Companies,54
Are,122
Using,138
Artificial,249
Intelligence,222
Achieve,3
Higher,6
Productivity,15
Profits,3
dead,84
oceans,12
intriguing,42
streaks,6
damp,6
sand,12
springboard,3
thousand,39
scif,66
invasions,6
Earth,198
direction,141
Drone,15
selfpropelled,15
passport,9
International,174
Upper,6
Marlboro,3
Variants,3
2500pound,3
85footlong,3
package,42
thrusters,6
manipulators,3
recover,6
parts,342
shuttle,219
Challenger,6
wrecked,3
rockets,12
ocean,63
Setting,3
immediate,36
wheel,51
hardly,36
worryfree,3
effectively,21
malicious,21
hackers,36
figure,201
seize,15
cause,69
death,84
prosaically,3
wheels,78
Say,24
mere,36
seconds,81
65,117
cover,90
football,42
Imagine,51
traveling,21
speed,156
distance,45
Flaws,3
forced,48
go,555
tooth,126
Honda,48
recall,24
reassure,6
technowary,3
Worlds,60
End,30
149,24
installment,24
corvette,18
Trilogy,18
Shaun,21
Dead,30
Hot,21
Fuzz,12
blokes,12
pub,18
crawl,24
Much,57
drinking,36
pints,12
suffice,12
quickwitted,12
blustery,12
anarchy,12
usual,45
suspects,24
notably,45
egg,24
Nick,48
Frost,15
keeps,69
matters,57
getting,192
boring,24
apocalypse,42
Scott,261
outsiders,12
seeking,33
attract,60
developers,123
November,42
core,81
TensorFlow,3
available,270
treehouse,3
opensource,30
seminal,9
Known,6
constraint,9
propagation,3
technique,72
solving,48
route,21
scheduling,30
routing,3
construction,93
Do,177
emotions,77
agree,62
examples,92
trust,47
perform,245
applications,299
Russell,54
taught,114
classes,66
teachers,45
librarians,6
witnessing,12
popularity,42
Stanford,383
surely,30
simpler,36
plans,237
teaching,102
types,81
courses,99
massive,30
coursework,6
Next,57
advanced,339
Hedge,48
Focused,6
Raises,42
Million,66
hedge,150
fund,264
numeral,6
focused,117
Renaissance,9
Technologies,81
managers,45
highlighting,12
applying,93
cuttingedge,21
markets,54
FINANCIAL,276
TIMES,354
yell,6
figured,36
stable,27
hovering,12
unstoppable,15
flying,87
platform,120
bolting,6
Hummingbirds,3
Ive,153
vertical,21
takeoff,12
landing,39
aerospace,27
engineer,144
charge,87
Israel,24
Industries,24
returned,51
built,309
prototypes,21
unmanned,57
helicopters,21
devote,9
Just,111
anybody,27
havent,48
seen,267
estimate,27
value,93
landscape,39
Curt,6
Hall,60
analyst,75
Cutter,3
Consortium,6
firm,207
Arlington,9
1980s,120
Music,60
Wins,12
PrizeBBC,6
prize,72
Hugh,36
loners,6
Turing,225
contestVictoria,6
Shannon,27
original,231
HAL,72
introduced,134
2008,132
monitoring,42
muscles,24
Sensors,9
essentially,114
commercialized,9
leased,12
hospitals,72
wellness,12
Japan,180
battlefield,24
eventually,140
officers,51
firefighters,6
journalists,27
NYTSteve,3
DREAM,6
PERPETUAL,3
MOTION,3
Dexter,3
Palmer,6
picard,3
Taking,21
Tempest,6
Palmers,3
tragicomic,3
imagines,9
20thcentury,12
filled,48
steampowered,9
contraptions,6
omnipresent,9
servants,24
Against,24
backdrop,15
failed,87
narrates,9
imprisoned,6
airship,9
accompanied,33
cryogenically,3
frozen,21
corpse,3
oncepowerful,3
inventor,81
prosper,6
disembodied,18
prosperous,3
daughter,96
skilled,60
slight,27
His,335
stringy,3
flies,33
wet,12
rag,3
wears,9
motioncapture,3
giving,156
doppelganger,12
displayed,21
huge,132
mirrors,42
pokes,3
laptop,45
rest,90
gear,30
puffs,3
cigarette,3
quickly,186
maneuvers,30
pumps,6
fist,6
prompting,15
hundred,21
moist,9
teenagers,36
room,327
bounding,3
electrons,6
raise,105
fists,3
microprocessor,42
fuzzy,30
Fuzzy,9
mathematical,81
account,126
degrees,45
opposed,36
truefalse,12
outcomes,39
got,276
ensuing,3
underpinnings,6
deconstructionist,3
literary,51
theory,246
mathematicians,12
mostly,129
context,63
cookers,3
PARK,6
calf,225
Millions,3
watched,63
descend,18
154,9
shared,45
status,42
updates,24
Twitter,210
encounter,75
dinner,69
creaking,12
committed,36
jumping,27
river,18
WHAT,42
IS,24
GOING,6
ON,45
HERE,6
drill,42
lungs,6
jockey,21
redeem,3
jammed,3
drills,9
bulk,9
rechargeable,3
construct,15
Remoteentry,3
clickers,3
ribbons,3
wrapped,15
cotton,6
spinning,6
whip,6
activated,15
afar,24
walkietalkies,3
owner,33
speak,87
camel,18
trailing,3
SUV,6
Nomad,21
decides,18
rock,93
meteorite,9
exact,33
location,45
coordinates,12
calculated,21
satellitebased,3
Global,63
Positioning,12
System,54
specimen,9
confirm,21
refute,3
Nomads,6
findings,39
While,243
Terminator,120
female,123
automaton,27
significant,189
leap,69
computervision,6
wide,108
array,96
videogame,15
controls,96
THERE,9
common,123
objections,21
confirmed,27
experiences,42
searching,63
networks,213
smartest,12
Katharine,3
Mieszkowski,3
Saloncom,3
criticism,45
Turk,27
sweatshop,6
disturbing,24
billionaire,9
bozos,18
dreaming,15
ordinary,81
folk,12
pennies,6
brainascomputer,6
metaphor,60
hold,114
examine,57
actual,111
workings,21
Schulman,15
proponents,15
engaging,51
wishful,6
misleading,12
possibilities,78
therapy,15
replace,135
realize,93
shrink,12
pets,21
AtlantisMore,6
Recommended,6
Reading,27
Decidecom,15
tracks,54
algorithms,213
buyers,21
claims,81
77,48
inception,12
2011,137
instructors,6
Sebastian,50
thun,59
norris,42
bestknown,18
2005,54
students,716
professors,60
Pentagonsponsored,3
challenge,273
132,30
unpaved,3
roads,33
desert,39
driven,51
100000,21
bit,183
hang,27
Levy,51
author,186
Robots,158
Unlimited,9
gradually,24
begins,81
fall,167
factors,27
writes,387
reciprocal,9
liking,18
readiness,6
enter,72
relationship,141
apply,93
apparently,57
programmed,249
behavior,228
acts,63
likes,51
fluidic,6
mimics,24
circuits,48
potentially,72
ultralowpower,6
microelectronics,6
Design,20
strategy,144
website,45
wins,24
consistently,30
1952,9
met,81
Marvin,126
risky,180
exploring,96
McCarthy,144
young,345
mathematician,66
seven,135
Dartmouth,33
Summer,21
Project,84
founded,180
given,213
freeman,21
draws,21
disparaging,3
portraits,15
pioneers,33
Seymour,39
paper,240
described,138
looking,339
homeless,9
affectionate,3
younger,18
wizards,9
ominous,9
warn,15
reader,66
holy,24
grail,15
unselfconscious,12
brightest,3
Dyson,18
energetic,6
36yearold,6
publisher,30
newsletter,18
Release,42
dissects,3
trends,47
although,102
word,192
lift,42
obscure,21
prominence,6
harsh,12
subscription,9
costs,87
395,12
12,213
2127583434,3
Hart,15
shake,66
deeper,54
message,123
emergence,33
Starship,9
Yes,36
emeritus,30
grade,36
58000,6
extensive,18
running,297
yearn,12
capture,75
Stuart,57
Berkeley,114
Future,72
Lifes,6
recipient,12
masks,30
grant,45
seeks,57
ensure,87
dumb,51
conflict,54
values,51
Meticulous,3
artwork,12
methodical,6
math,90
sierra,6
sharp,30
crapola,3
learn,402
Zachariah,3
Walker,12
enjoyed,15
hangers,6
sneaked,6
mothers,12
closet,15
sprang,6
tiptoes,9
bell,15
Taylor,54
facebook,69
discuss,123
aspects,63
Open,45
talked,60
Rank,12
addition,123
pro,39
Garage,66
hope,132
mobile,240
teleconferencing,6
remotely,63
drive,180
looks,210
Max,60
bedroom,27
stick,27
principle,90
anywhere,47
WiFi,9
connection,75
looked,150
madman,9
warned,36
deploying,15
medicine,75
outside,198
environment,102
Were,120
slow,90
conservative,33
transfer,48
problem,315
beginning,126
Take,60
Gmail,12
byzantine,3
arguments,48
whether,435
referencing,6
googled,6
European,138
domains,18
globally,9
googlecom,3
trivial,24
Brain,48
Calico,3
biotechnologies,3
uncharted,3
philosophical,99
Europeans,3
differ,51
However,84
inform,27
guaranteed,15
put,384
extreme,39
pain,63
hardship,6
eg,27
peasant,6
grinding,12
poverty,21
These,216
sorts,105
roles,105
simulation,93
played,177
bots,72
delaware,33
implies,15
conscious,87
experiencing,18
distress,21
exist,87
society,147
Conversely,9
generally,81
involves,90
happiness,18
freedom,63
selffulfillment,6
Parker,27
accomplishes,9
13,189
Baylor,18
Medicine,18
shed,30
light,183
hurdles,9
opportunity,60
Watson,573
blitz,9
papers,48
terms,153
discern,18
concepts,57
spangled,6
brought,114
Integration,6
Toolkit,6
KnIT,6
regular,39
bloke,3
edge,63
Ask,33
anyone,120
vice,117
butler,30
chef,6
tamer,24
gamekeeper,3
hyperbaricchamber,3
valet,30
pistolero,3
submarine,84
pilot,138
dinosaur,48
wrangler,6
circus,15
gardener,33
edible,9
bodyguards,3
MARVIN,6
grandly,6
upon,66
student,243
recalcitrant,3
hitting,21
fix,39
knowing,33
wrong,150
explained,63
blow,39
fixed,54
awards,18
eloquent,6
automation,180
morality,63
Most,174
intuitively,6
discomfort,18
sense,330
obviously,27
despite,111
prototype,99
shown,75
robotdrones,3
settings,15
stroke,12
rehabilitation,9
Which,39
inevitably,18
situations,63
requiring,15
decisionmaking,45
Diagram,27
ow,3
Infographic,3
ChartDiagram,6
Ma,9
Hands,9
Duke,18
induced,6
monkey,54
electrodes,33
implanted,30
moving,141
wires,81
joystick,24
cursor,12
grab,78
MANUAL,3
CONTROL,18
monkeys,39
neurons,65
generate,51
patterns,156
activity,117
action,204
potentials,6
recorded,54
Less,21
carried,39
replicates,3
movement,144
converted,15
MIND,15
disconnected,12
stops,45
realizes,9
replicate,21
firing,21
worked,191
matched,15
mealtime,48
predictions,69
intentions,21
commanding,9
accordingly,21
Visual,6
achieve,84
highlights,18
aforementioned,6
Source,30
Miguel,12
nicole,21
's,219
Center,321
hard,303
roboticists,45
disagree,9
Must,15
facial,84
earliest,21
comes,246
Czech,21
labor,102
slave,24
legs,156
QA,9
LessWrong,9
blog,129
negative,27
consequences,72
humanity,150
lessons,51
rote,15
hightech,84
dress,45
YouTube,30
inspired,135
Khans,15
approach,354
borrowed,27
methods,63
Passing,6
white,141
black,120
others,312
interpret,54
Because,93
else,138
willing,51
read,297
according,279
conventional,75
sex,123
gender,45
species,57
etc,51
complicity,6
whatever,57
performs,39
succeed,48
Whether,36
merely,102
matter,216
Is,249
ruse,9
compelled,9
daily,159
essential,48
camouflage,9
Either,15
audience,93
performers,42
egos,15
operated,60
housebound,6
illness,9
sports,75
injury,27
Students,39
attend,33
classmates,18
afterward,15
visits,15
auditorium,6
gym,15
stairs,21
5995,9
plus,27
fee,9
minimum,21
wage,15
725,9
Coming,12
substantially,6
Knightscopes,3
watchman,12
service,264
raises,54
bottom,72
An,360
gave,171
incorrect,15
title,174
baron,33
lander,21
Gadget,9
bowler,3
bowling,12
historian,12
Chuck,15
Pezzano,3
associations,15
Don,45
Carter,21
enthusiasm,36
endures,3
spawning,3
thrive,6
throw,36
earnings,39
workplace,36
Roboticists,3
incurable,3
optimists,6
obstacles,42
surmounted,3
useful,138
gambler,33
contained,27
dispersed,21
marshaled,6
aggregate,9
farflung,6
digital,354
showing,117
datadriven,33
dominant,60
universities,45
authentication,3
1998,51
bremen,3
Computing,54
drawings,30
Delacroix,3
87,33
Ignoring,3
manual,33
investigation,51
thickness,9
curvature,3
scanned,3
assigning,6
pixel,27
category,87
either,135
analyzed,36
ratio,15
whole,126
entire,96
method,36
cheap,27
required,96
300dotperinch,3
scan,36
contemplating,21
milliondollar,6
purchase,126
chips,96
cruise,18
kanji,3
karma,3
Associates,24
Mountain,36
entrepreneur,42
intel,6
processor,36
banana,21
prefers,9
augmentation,27
IA,33
longer,120
captains,15
ship,153
planet,99
winning,78
bantering,3
crew,126
researcher,273
confess,9
Before,84
understand,252
fully,111
Harris,54
scrutinized,6
separately,9
basketball,45
hockey,3
Football,9
teams,165
average,98
30,276
recruits,36
admissions,45
regulated,3
bands,15
spaced,3
rising,30
points,165
Al,42
magnolia,6
Penn,78
spots,33
band,69
Israeli,21
programmers,72
Junior,9
Amir,3
Shay,3
Bushinsky,3
relying,32
sheer,24
incorporates,21
judgment,39
1993,27
Brooks,111
humanoid,189
equipped,114
motivation,9
theoretical,51
practical,93
artificialintelligence,51
connecting,27
raw,36
sensory,39
input,27
perception,72
motor,30
cognition,45
box,132
sort,234
centralized,12
zone,18
highlevel,30
computation,36
elaborate,42
obtain,6
terrain,72
plan,165
path,81
detected,6
foot,141
pressures,3
joint,48
twist,30
behaviors,66
placing,21
left,429
finally,90
column,84
Fish,30
argued,99
aint,9
inbuilt,6
Jeopardy,219
Despite,117
impressive,105
replicating,9
achievements,24
defending,9
invoked,9
dreyfuss,45
40,168
Cant,33
1970s,111
style,102
intends,21
push,84
Alphabet,42
holding,84
separates,6
various,150
cashrich,3
businesses,114
speculative,24
projects,174
imagination,87
span,24
biotechnology,57
energy,114
travel,60
urban,42
grown,48
strongly,15
Professor,93
hoped,21
argue,81
limits,99
accomplish,48
always,327
creative,105
result,150
Simons,12
sparked,6
passionate,48
continuing,48
debate,96
differences,27
inventing,9
women,111
interesting,144
bunch,21
Led,9
Negroponte,3
supersalesman,3
academic,77
ranks,24
Logo,6
guru,18
64000processor,3
Connection,3
Machine,99
parallel,66
genuine,27
mad,30
boundless,9
wild,33
ideas,233
Solomonoff,12
probability,21
initially,39
impact,108
caught,42
Strategic,12
Program,21
Projects,66
Agency,84
maneuver,30
neoconservative,3
economist,54
Jennifer,48
infantile,3
leftist,6
Allison,6
ruthless,3
businessman,6
Jack,90
promiscuous,6
Hungarian,9
Eva,6
dissident,6
Soviet,45
biologist,27
Arkady,6
narrator,24
Yuri,3
Azerbaijan,3
unexplained,3
widebandwidth,3
access,81
circuitry,12
naturally,42
entangled,6
noon,27
First,111
acolyte,3
improbably,15
sisters,27
equally,24
improbable,6
daughters,18
senator,24
valpi,3
illuminates,9
paradox,12
corporal,18
bond,18
fight,63
insult,6
wound,15
verbal,9
separate,48
forever,24
invisible,24
chain,60
deeply,54
unconvincing,9
contrivance,3
married,39
allovertheplace,3
dynamo,6
hobnobbing,3
White,114
dinners,9
helping,72
Russia,24
oligarchs,3
robber,3
barons,18
beds,12
luscious,3
busy,33
employed,39
minks,15
Human,48
Genome,6
enhancing,12
moods,18
drug,48
Prozac,6
grows,33
chummy,3
Boris,3
Yeltsin,3
minor,51
postSoviet,3
politics,36
selfmutilating,3
poet,18
sana,6
member,81
pop,135
appears,126
sensation,18
pubescent,3
sapphire,3
tat,6
strict,9
bouncer,3
requisite,3
notoriety,3
historical,57
tien,3
churlish,3
door,75
experiments,51
receive,66
Matthew,60
angle,33
able,471
email,141
Pong,9
crude,33
circle,15
channel,18
volume,51
prosthetic,15
hand,237
seriously,54
fence,9
worries,9
regarding,15
expressed,27
alarm,21
current,284
unintelligent,12
celebrate,24
innovation,72
fiction,278
Administrations,12
Ames,6
Moffett,3
Field,21
buddies,21
tag,39
astronauts,129
act,150
assistants,63
Boston,180
Dynamics,120
distributed,24
fourlegged,21
WildCat,6
galloping,3
circles,24
parking,51
Princeton,27
Review,33
survey,42
Connected,6
Campuses,3
Stevens,18
dormitories,3
classrooms,18
network,198
university,159
mid1980s,18
earlier,168
campus,60
completely,75
rewired,6
gigabyte,3
networking,36
internet,9
roaming,12
weak,51
wireless,45
blogosphere,6
differently,9
speculating,9
deeming,177
thermostats,45
presumably,36
domination,24
researchbased,6
Anderson,63
Architecture,9
Cognition,12
1983,48
detailing,9
learners,12
procedural,18
bestofbreed,6
developmental,21
physics,90
foreign,42
host,93
subjects,66
thoroughly,18
traditional,117
classroom,51
pace,72
spend,126
task,180
collaborate,36
immersive,9
explode,6
Bing,18
Electronic,12
Arts,78
folks,21
graphics,99
To,411
Helen,90
insightful,18
remarks,21
observation,30
specialized,48
regarded,36
idiot,15
savant,3
Illustrating,6
Lodge,18
quoted,9
unnamed,27
rain,24
flag,12
prohibited,6
content,81
child,201
pornography,9
exists,33
merchant,6
websites,21
Sometimes,60
criminal,27
link,42
illegal,30
growth,162
hormones,6
otherwise,54
honest,18
merchants,9
placement,69
spotting,9
transaction,15
laundering,6
tries,105
appear,99
legitimate,9
transactions,21
legal,138
shunned,3
altogether,27
illusion,18
Others,51
lent,24
brandies,12
widely,75
credited,21
laying,21
groundwork,9
center,186
recreation,9
diversification,3
donors,9
leaving,78
headed,33
Sciences,27
natural,207
history,246
museum,99
San,243
Francisco,156
bucking,3
primed,3
visions,30
Star,135
Wars,129
executives,129
capitalists,15
invest,30
limited,108
pioneered,15
miraculous,12
NASA,201
breakthrough,78
revolutionary,24
largewheeled,9
tow,9
dexterous,30
trunk,18
Floating,9
decade,144
simplify,12
event,129
booking,12
entrepreneurs,81
textbook,21
Better,84
Business,135
Bureau,30
